Cnot11	Cnot12	Cnot13	Ctrl1	Ctrl2	Ctrl3
ENSG00000054148	0	1	1	2	2	5
ENSG00000054179	0	0	0	7	0	5
ENSG00000054267	42	91	87	40	60	61
ENSG00000054277	1	2	3	1	1	0
ENSG00000054282	3	1	4	0	0	0
ENSG00000054356	1	25	35	25	23	9
ENSG00000054392	2	3	2	2	0	2
ENSG00000054523	119	183	156	73	89	117
ENSG00000054611	12	33	13	11	26	19
ENSG00000054654	108	226	163	81	187	144
ENSG00000054690	1	1	0	1	4	2
ENSG00000054793	0	21	17	17	24	27
ENSG00000054796	0	0	0	0	0	0
ENSG00000054938	2	4	6	4	1	0
ENSG00000054965	22	25	30	16	30	36
ENSG00000054967	4	16	17	3	9	5
ENSG00000054983	5	18	14	8	3	7
ENSG00000055044	2	9	1	0	5	2
ENSG00000055070	24	39	26	21	34	22
ENSG00000055118	4	0	4	3	0	0
ENSG00000055130	80	115	114	45	62	49
ENSG00000055147	15	26	20	17	18	14
ENSG00000055163	17	16	13	28	19	38
ENSG00000055208	88	133	157	64	85	113
ENSG00000055211	0	2	1	3	2	2
ENSG00000055332	64	85	61	46	84	86
ENSG00000055483	30	53	55	28	45	67
ENSG00000055609	126	238	178	98	147	141
ENSG00000055732	6	0	14	1	11	16
ENSG00000055917	96	158	126	54	82	100
ENSG00000055950	34	41	36	29	29	32
ENSG00000055955	2	0	1	3	3	1
ENSG00000055957	0	0	0	0	0	0
ENSG00000056097	1	10	0	2	5	4
ENSG00000056277	0	4	8	4	2	6
ENSG00000056291	0	0	0	0	1	0
ENSG00000056487	0	3	6	9	7	5
ENSG00000056558	2	3	6	1	1	2
ENSG00000056586	45	72	64	36	51	83
ENSG00000056736	0	1	0	4	1	0
ENSG00000056972	35	11	19	16	5	18
ENSG00000056998	4	9	11	8	10	8
ENSG00000057019	17	126	8	35	71	6
ENSG00000057149	3	4	4	0	0	0
ENSG00000057252	68	110	119	44	56	71
ENSG00000057294	5	6	9	12	12	7
ENSG00000057593	1	1	3	0	1	0
ENSG00000057608	104	34	27	68	111	23
ENSG00000057657	32	38	29	0	3	0
ENSG00000057663	14	21	27	6	17	12
ENSG00000057704	0	0	6	1	8	2
ENSG00000057757	2	1	0	1	2	0
ENSG00000057935	26	54	38	12	38	37
ENSG00000058056	5	10	0	0	10	9
ENSG00000058063	13	98	82	33	60	36
ENSG00000058085	1	8	0	2	0	0
ENSG00000058091	12	16	12	13	13	5
ENSG00000058262	161	378	269	159	23	146
ENSG00000058272	127	194	180	44	103	109
ENSG00000058335	0	1	3	1	1	2
ENSG00000058404	1	1	0	0	0	1
ENSG00000058453	13	11	10	19	8	36
ENSG00000058600	15	25	9	10	12	11
ENSG00000058668	68	101	110	58	85	112
ENSG00000058673	89	131	101	60	105	98
ENSG00000058729	37	31	30	7	24	16
ENSG00000058799	7	18	9	5	9	9
ENSG00000058866	0	0	0	0	0	0
ENSG00000059122	42	62	47	21	30	48
ENSG00000059145	22	12	19	12	10	19
ENSG00000059377	0	0	0	0	0	0
ENSG00000059378	8	0	23	5	9	3
ENSG00000059573	46	69	23	0	0	44
ENSG00000059691	6	6	20	1	16	14
ENSG00000059728	7	10	13	3	5	10
ENSG00000059758	21	18	45	11	16	24
ENSG00000059769	0	1	0	0	3	0
ENSG00000059804	7	7	10	2	4	5
ENSG00000059915	2	2	8	2	5	5
ENSG00000060069	21	38	24	24	39	22
ENSG00000060138	72	56	63	9	36	78
ENSG00000060140	1	0	2	0	0	0
ENSG00000060237	438	719	665	229	365	333
ENSG00000060339	107	131	85	36	87	56
ENSG00000060491	92	122	115	42	76	90
ENSG00000060558	0	0	0	0	0	0
ENSG00000060566	0	1	0	0	1	0
ENSG00000060642	8	13	6	2	12	12
ENSG00000060656	73	68	67	40	55	21
ENSG00000060688	1	3	2	0	1	1
ENSG00000060709	0	0	1	0	0	0
ENSG00000060718	25	22	33	1	37	40
ENSG00000060749	11	63	19	37	66	62
ENSG00000060762	3	5	7	3	3	4
ENSG00000060971	14	14	19	14	13	41
ENSG00000060982	23	35	31	6	17	17
ENSG00000061273	119	114	134	50	80	81
ENSG00000061337	8	11	9	2	5	5
ENSG00000061455	0	0	0	2	0	0
ENSG00000061492	0	0	0	0	0	0
ENSG00000061656	0	3	0	2	0	3
ENSG00000061676	215	312	295	97	192	168
ENSG00000061794	3	11	6	3	1	4
ENSG00000061918	9	14	22	10	7	17
ENSG00000061936	45	84	75	44	49	60
ENSG00000061987	67	127	122	52	73	95
ENSG00000062038	0	3	3	0	1	8
ENSG00000062096	0	0	0	0	0	0
ENSG00000062194	63	108	59	36	50	38
ENSG00000062282	5	10	3	5	5	6
ENSG00000062370	4	2	6	4	9	8
ENSG00000062485	13	88	15	49	57	61
ENSG00000062524	0	13	0	7	5	1
ENSG00000062582	21	15	20	11	18	5
ENSG00000062598	63	95	96	41	50	54
ENSG00000062650	53	91	92	32	51	55
ENSG00000062716	11	28	30	11	15	15
ENSG00000062725	3	3	6	3	2	0
ENSG00000062822	35	9	1	0	9	3
ENSG00000063015	2	0	2	2	1	2
ENSG00000063046	199	266	273	117	177	145
ENSG00000063127	1	1	1	2	0	0
ENSG00000063169	28	48	50	30	48	51
ENSG00000063176	29	40	25	26	36	34
ENSG00000063177	189	242	229	143	174	221
ENSG00000063180	0	0	0	1	0	0
ENSG00000063241	30	31	40	19	27	30
ENSG00000063244	190	223	199	99	152	144
ENSG00000063245	95	128	100	84	139	136
ENSG00000063322	2	5	0	2	10	4
ENSG00000063438	8	11	0	0	2	1
ENSG00000063515	0	0	0	2	2	1
ENSG00000063587	8	6	6	3	9	9
ENSG00000063601	12	17	5	17	7	9
ENSG00000063660	9	60	61	45	24	23
ENSG00000063761	5	11	10	3	9	2
ENSG00000063854	44	38	22	4	39	28
ENSG00000063978	19	33	38	9	20	22
ENSG00000064012	9	12	11	7	11	11
ENSG00000064042	24	39	34	9	17	15
ENSG00000064102	9	13	17	7	11	6
ENSG00000064115	8	6	8	12	10	8
ENSG00000064195	2	3	4	1	1	0
ENSG00000064199	4	2	2	4	5	7
ENSG00000064201	0	1	0	0	0	0
ENSG00000064205	0	0	0	0	0	0
ENSG00000064218	0	0	0	0	0	0
ENSG00000064225	2	1	1	0	1	1
ENSG00000064270	0	0	0	1	1	0
ENSG00000064300	5	2	0	2	1	8
ENSG00000064309	9	25	21	8	23	9
ENSG00000064313	14	18	16	4	11	10
ENSG00000064393	34	58	68	37	119	0
ENSG00000064419	81	120	119	60	100	69
ENSG00000064489	0	10	16	3	5	3
ENSG00000064490	50	51	48	12	32	24
ENSG00000064545	20	20	40	10	14	19
ENSG00000064547	4	6	13	1	5	7
ENSG00000064601	210	272	267	188	275	303
ENSG00000064607	60	59	81	26	71	53
ENSG00000064651	37	55	39	22	38	45
ENSG00000064652	6	5	8	3	5	0
ENSG00000064655	1	2	2	1	0	0
ENSG00000064666	85	105	94	37	53	69
ENSG00000064687	4	3	3	1	5	1
ENSG00000064692	0	1	0	6	4	4
ENSG00000064703	2	9	6	2	13	4
ENSG00000064726	11	19	8	0	16	8
ENSG00000064763	22	26	20	10	9	20
ENSG00000064787	0	0	0	0	0	0
ENSG00000064835	0	0	0	0	2	0
ENSG00000064886	0	0	1	1	0	0
ENSG00000064932	39	37	30	19	20	18
ENSG00000064933	13	11	16	8	12	8
ENSG00000064961	18	20	12	21	20	44
ENSG00000064989	2	6	1	0	0	1
ENSG00000064995	1	2	3	1	2	0
ENSG00000065000	88	191	183	15	4	0
ENSG00000065029	6	10	8	14	9	12
ENSG00000065054	39	51	31	27	31	30
ENSG00000065057	5	6	7	7	2	7
ENSG00000065060	8	67	69	18	25	44
ENSG00000065150	9	4	6	2	164	171
ENSG00000065154	12	24	27	15	20	17
ENSG00000065183	0	0	2	0	0	0
ENSG00000065243	35	137	7	42	81	89
ENSG00000065268	53	47	44	17	25	24
ENSG00000065320	0	0	0	0	0	0
ENSG00000065325	0	0	0	0	0	0
ENSG00000065328	6	25	32	10	16	18
ENSG00000065357	18	25	21	14	14	20
ENSG00000065361	20	26	29	8	18	22
ENSG00000065371	0	0	1	0	0	1
ENSG00000065413	5	6	14	2	11	3
ENSG00000065427	136	224	196	93	148	175
ENSG00000065457	10	23	19	15	14	12
ENSG00000065485	3	9	8	1	11	9
ENSG00000065491	16	26	25	12	20	21
ENSG00000065518	20	9	15	16	36	35
ENSG00000065526	4	4	9	2	3	6
ENSG00000065534	83	94	104	44	63	70
ENSG00000065548	9	11	4	7	8	11
ENSG00000065559	8	7	15	8	16	17
ENSG00000065600	23	25	28	6	14	15
ENSG00000065609	1	1	1	4	3	9
ENSG00000065613	19	40	54	16	25	17
ENSG00000065615	0	0	0	0	0	1
ENSG00000065618	0	1	0	0	0	0
ENSG00000065621	2	1	5	0	0	1
ENSG00000065665	6	10	1	0	7	3
ENSG00000065675	1	0	0	2	3	1
ENSG00000065717	2	4	5	16	4	25
ENSG00000065802	3	1	2	3	1	3
ENSG00000065809	18	12	24	4	19	7
ENSG00000065882	60	107	73	4	70	85
ENSG00000065883	5	13	5	4	2	6
ENSG00000065911	25	1	10	15	7	11
ENSG00000065923	7	13	10	6	13	7
ENSG00000065970	8	11	10	8	22	22
ENSG00000065978	56	96	38	6	3	5
ENSG00000065989	32	42	47	25	31	36
ENSG00000066027	7	0	0	3	7	0
ENSG00000066032	0	1	0	0	0	0
ENSG00000066044	35	40	61	27	39	44
ENSG00000066056	0	0	0	0	0	1
ENSG00000066084	0	0	0	1	0	0
ENSG00000066117	17	44	33	22	16	34
ENSG00000066136	32	41	41	13	17	27
ENSG00000066185	0	0	0	0	0	0
ENSG00000066230	2	3	0	2	4	2
ENSG00000066248	0	1	0	1	0	2
ENSG00000066279	5	14	10	9	12	7
ENSG00000066294	0	0	0	0	0	0
ENSG00000066322	59	72	72	30	82	61
ENSG00000066336	0	1	0	0	0	0
ENSG00000066379	1	0	0	0	1	0
ENSG00000066382	3	1	0	0	0	0
ENSG00000066405	0	0	1	0	0	0
ENSG00000066422	2	0	0	1	1	2
ENSG00000066427	8	20	3	4	15	9
ENSG00000066455	0	0	0	0	0	0
ENSG00000066468	1	2	4	1	2	3
ENSG00000066583	0	0	3	0	3	2
ENSG00000066629	12	30	34	10	17	12
ENSG00000066651	6	16	1	8	4	0
ENSG00000066654	11	17	19	6	8	15
ENSG00000066697	31	36	37	24	20	28
ENSG00000066735	41	53	41	15	32	32
ENSG00000066777	8	67	44	28	18	18
ENSG00000066813	0	0	0	0	0	0
ENSG00000066827	18	21	16	10	27	20
ENSG00000066855	15	12	14	3	6	5
ENSG00000066923	19	17	26	20	25	34
ENSG00000066926	5	18	15	6	8	7
ENSG00000066933	52	65	66	31	52	65
ENSG00000067048	42	83	85	29	39	47
ENSG00000067057	66	107	128	67	84	141
ENSG00000067064	24	26	29	13	29	24
ENSG00000067066	92	137	197	62	95	98
ENSG00000067082	17	21	16	16	23	5
ENSG00000067113	9	9	14	1	10	4
ENSG00000067141	65	83	56	32	45	68
ENSG00000067167	48	82	88	31	47	52
ENSG00000067177	15	26	7	5	9	22
ENSG00000067182	169	230	229	60	26	86
ENSG00000067191	1	0	7	4	6	9
ENSG00000067208	21	38	39	12	20	26
ENSG00000067221	11	4	7	15	12	14
ENSG00000067225	721	908	847	519	766	726
ENSG00000067248	1	61	57	0	58	1
ENSG00000067334	5	48	33	1	35	11
ENSG00000067365	3	4	15	14	6	12
ENSG00000067369	132	230	260	105	123	156
ENSG00000067445	27	36	32	12	20	35
ENSG00000067560	3	2	50	1	2	14
ENSG00000067596	56	75	77	15	57	49
ENSG00000067606	0	5	15	10	13	18
ENSG00000067646	16	19	24	6	15	19
ENSG00000067715	1	1	2	0	1	1
ENSG00000067798	56	107	93	38	57	42
ENSG00000067829	22	28	26	30	17	24
ENSG00000067836	17	18	11	4	6	20
ENSG00000067840	5	6	10	3	9	12
ENSG00000067842	0	1	3	1	1	1
ENSG00000067900	49	10	0	26	42	0
ENSG00000067955	2	4	2	1	0	2
ENSG00000067992	3	3	9	5	5	8
ENSG00000068001	57	59	55	15	23	28
ENSG00000068024	10	23	18	13	26	14
ENSG00000068028	29	28	33	17	33	28
ENSG00000068078	2	1	9	5	5	2
ENSG00000068079	39	60	63	17	41	39
ENSG00000068097	23	15	21	7	20	19
ENSG00000068120	52	91	92	35	42	39
ENSG00000068137	8	12	6	14	20	30
ENSG00000068305	38	76	83	26	44	45
ENSG00000068308	58	80	87	44	56	61
ENSG00000068323	2	1	2	3	2	1
ENSG00000068354	1	0	1	0	0	1
ENSG00000068366	70	53	83	29	41	53
ENSG00000068383	13	7	16	10	1	12
ENSG00000068400	62	96	75	55	66	98
ENSG00000068438	10	20	30	5	14	8
ENSG00000068489	9	6	7	7	7	7
ENSG00000068615	1	4	2	2	2	4
ENSG00000068650	36	40	49	25	33	32
ENSG00000068654	1	12	56	42	69	22
ENSG00000068724	25	42	35	24	26	21
ENSG00000068745	35	37	40	15	28	23
ENSG00000068781	8	18	13	11	12	24
ENSG00000068796	71	96	126	44	45	48
ENSG00000068831	1	3	2	4	1	9
ENSG00000068878	0	5	5	9	12	14
ENSG00000068885	4	8	4	3	7	9
ENSG00000068903	6	14	3	10	13	11
ENSG00000068912	32	97	68	37	33	62
ENSG00000068971	5	9	9	1	9	0
ENSG00000068976	0	0	0	0	0	0
ENSG00000069011	15	6	10	5	19	12
ENSG00000069018	0	0	0	0	0	0
ENSG00000069020	75	90	83	39	63	58
ENSG00000069122	0	0	0	1	0	0
ENSG00000069188	0	0	1	1	3	10
ENSG00000069206	0	0	0	0	0	0
ENSG00000069329	0	0	1	0	0	1
ENSG00000069345	19	15	9	11	10	15
ENSG00000069399	3	3	0	0	5	2
ENSG00000069424	2	3	1	1	4	4
ENSG00000069431	2	2	1	1	2	3
ENSG00000069493	0	1	0	0	2	0
ENSG00000069667	14	41	15	0	13	32
ENSG00000069702	23	35	32	13	29	23
ENSG00000069764	0	0	0	0	0	0
ENSG00000069812	2	1	1	2	0	1
ENSG00000069849	49	46	57	30	35	28
ENSG00000069869	56	98	75	19	37	37
ENSG00000069943	0	1	6	2	4	3
ENSG00000069966	25	28	17	8	12	17
ENSG00000069974	7	13	22	3	13	12
ENSG00000069998	12	29	23	11	16	24
ENSG00000070010	46	33	32	16	30	46
ENSG00000070018	26	38	62	14	1	39
ENSG00000070047	40	3	42	0	22	33
ENSG00000070061	22	13	12	14	17	11
ENSG00000070081	70	117	136	58	103	96
ENSG00000070087	50	80	65	23	40	44
ENSG00000070159	14	12	23	14	24	31
ENSG00000070182	0	2	4	4	7	7
ENSG00000070190	0	0	0	0	0	0
ENSG00000070193	0	0	0	0	0	0
ENSG00000070214	14	29	45	22	22	30
ENSG00000070269	1	1	8	3	4	6
ENSG00000070366	7	2	3	8	5	5
ENSG00000070367	34	62	46	24	30	34
ENSG00000070371	31	23	33	9	22	0
ENSG00000070388	0	0	0	0	0	2
ENSG00000070404	1	4	3	0	0	2
ENSG00000070413	50	105	73	52	75	28
ENSG00000070423	9	24	7	5	11	5
ENSG00000070444	1	0	1	1	0	1
ENSG00000070476	16	26	11	15	15	21
ENSG00000070495	48	55	54	20	31	29
ENSG00000070501	3	16	7	5	11	5
ENSG00000070526	0	0	0	0	0	0
ENSG00000070540	57	64	52	30	32	47
ENSG00000070601	0	0	0	0	1	0
ENSG00000070610	58	77	50	52	66	79
ENSG00000070614	13	13	23	4	38	55
ENSG00000070669	77	145	113	3	63	42
ENSG00000070718	9	9	10	3	5	6
ENSG00000070729	0	0	0	0	0	0
ENSG00000070731	1	1	0	0	2	1
ENSG00000070748	0	0	0	1	0	0
ENSG00000070756	478	646	541	456	639	639
ENSG00000070759	0	6	0	4	0	0
ENSG00000070761	1	1	3	0	0	0
ENSG00000070770	16	51	12	16	48	16
ENSG00000070778	20	33	29	13	23	21
ENSG00000070785	24	28	4	17	9	5
ENSG00000070808	0	2	4	1	3	1
ENSG00000070814	119	100	121	70	65	152
ENSG00000070831	58	87	110	42	71	84
ENSG00000070882	29	36	25	7	31	5
ENSG00000070886	0	0	0	0	0	0
ENSG00000070915	0	0	0	0	0	0
ENSG00000070950	3	7	6	5	3	6
ENSG00000070961	95	210	216	86	128	120
ENSG00000070985	0	0	0	0	0	0
ENSG00000071051	19	17	20	7	15	14
ENSG00000071054	306	466	427	189	307	326
ENSG00000071073	1	2	1	6	1	2
ENSG00000071082	87	103	98	78	99	98
ENSG00000071127	177	205	186	115	160	154
ENSG00000071189	38	66	53	26	53	48
ENSG00000071203	0	0	0	0	0	0
ENSG00000071205	3	8	2	8	3	3
ENSG00000071242	24	30	18	8	15	13
ENSG00000071243	0	4	8	1	9	9
ENSG00000071246	1	2	3	1	0	0
ENSG00000071282	13	15	27	8	5	14
ENSG00000071462	28	55	41	41	50	55
ENSG00000071537	6	22	7	9	14	7
ENSG00000071539	0	2	0	2	3	3
ENSG00000071553	30	107	71	33	81	70
ENSG00000071564	54	50	47	47	49	68
ENSG00000071575	10	19	9	5	4	11
ENSG00000071626	115	132	139	86	116	122
ENSG00000071655	16	12	36	37	39	63
ENSG00000071677	0	0	0	0	0	0
ENSG00000071794	31	81	64	25	45	55
ENSG00000071859	14	5	20	23	19	6
ENSG00000071889	13	17	14	5	8	6
ENSG00000071894	60	68	75	44	51	74
ENSG00000071909	0	0	0	0	0	0
ENSG00000071967	16	55	31	18	18	5
ENSG00000071991	0	0	0	0	0	0
ENSG00000071994	18	19	9	19	15	28
ENSG00000072041	1	8	1	1	0	5
ENSG00000072042	36	36	27	30	35	38
ENSG00000072062	27	62	69	37	67	62
ENSG00000072071	68	60	69	74	93	121
ENSG00000072080	0	0	0	0	0	0
ENSG00000072110	404	522	472	179	278	260
ENSG00000072121	2	88	2	115	73	2
ENSG00000072133	0	4	4	0	0	4
ENSG00000072134	31	45	54	27	35	25
ENSG00000072135	0	3	4	3	2	5
ENSG00000072163	10	5	8	2	10	12
ENSG00000072182	0	2	1	0	1	2
ENSG00000072195	8	11	14	12	9	32
ENSG00000072201	0	0	0	0	0	0
ENSG00000072210	11	19	15	6	9	13
ENSG00000072274	59	80	129	37	77	58
ENSG00000072310	20	7	32	17	67	14
ENSG00000072315	0	0	0	0	0	0
ENSG00000072364	18	10	31	6	11	102
ENSG00000072401	4	9	13	1	8	5
ENSG00000072415	19	57	1	25	25	4
ENSG00000072422	7	14	12	4	11	6
ENSG00000072501	74	10	5	64	10	42
ENSG00000072506	20	5	14	24	12	10
ENSG00000072518	75	118	104	56	74	64
ENSG00000072571	23	31	24	6	6	16
ENSG00000072609	20	26	36	19	21	28
ENSG00000072657	0	0	0	0	0	0
ENSG00000072682	80	127	135	35	66	78
ENSG00000072694	0	0	0	0	0	0
ENSG00000072736	65	84	57	58	80	55
ENSG00000072756	5	9	14	5	8	13
ENSG00000072778	38	84	96	83	87	102
ENSG00000072786	11	23	19	7	3	8
ENSG00000072803	41	62	70	29	47	49
ENSG00000072818	0	2	1	0	0	1
ENSG00000072832	17	0	0	0	0	15
ENSG00000072840	0	3	3	0	7	6
ENSG00000072849	6	13	12	3	17	6
ENSG00000072858	0	0	1	0	0	0
ENSG00000072864	10	5	12	4	6	7
ENSG00000072952	4	8	11	3	1	5
ENSG00000072954	0	3	0	0	0	0
ENSG00000072958	67	66	76	32	51	63
ENSG00000073008	50	101	82	12	33	53
ENSG00000073050	38	54	41	25	38	26
ENSG00000073060	17	40	36	13	4	31
ENSG00000073067	0	0	0	0	0	0
ENSG00000073111	41	67	68	44	92	59
ENSG00000073146	4	1	2	4	3	3
ENSG00000073150	0	2	0	0	11	8
ENSG00000073169	13	19	20	12	0	20
ENSG00000073282	0	1	0	1	0	0
ENSG00000073331	6	7	14	6	7	2
ENSG00000073350	11	10	7	14	15	12
ENSG00000073417	19	52	70	23	38	33
ENSG00000073464	0	8	9	0	0	1
ENSG00000073536	9	8	7	3	0	1
ENSG00000073578	98	119	149	70	85	118
ENSG00000073584	0	53	19	0	27	33
ENSG00000073605	6	5	1	2	1	3
ENSG00000073614	15	2	12	18	28	12
ENSG00000073670	1	1	0	2	3	0
ENSG00000073711	6	1	9	1	10	6
ENSG00000073712	126	182	145	37	70	81
ENSG00000073734	0	0	0	0	0	0
ENSG00000073737	0	0	0	0	0	0
ENSG00000073756	19	8	23	5	10	1
ENSG00000073792	68	107	112	52	69	88
ENSG00000073803	3	6	7	7	5	14
ENSG00000073849	13	26	15	11	16	8
ENSG00000073910	5	1	56	13	19	7
ENSG00000073921	199	298	263	121	139	170
ENSG00000073969	5	9	7	8	10	5
ENSG00000074047	16	18	31	15	21	22
ENSG00000074054	80	110	123	60	65	72
ENSG00000074071	30	43	30	20	33	37
ENSG00000074181	10	5	34	12	10	31
ENSG00000074201	26	34	32	18	22	25
ENSG00000074211	0	5	3	6	5	0
ENSG00000074219	12	26	24	9	20	16
ENSG00000074266	19	18	29	8	26	14
ENSG00000074276	1	1	0	3	0	1
ENSG00000074317	0	0	0	0	1	0
ENSG00000074319	33	3	77	20	56	0
ENSG00000074356	3	4	5	1	3	9
ENSG00000074370	29	44	40	24	38	38
ENSG00000074410	3	16	8	3	4	15
ENSG00000074416	35	58	66	19	38	27
ENSG00000074527	23	22	29	11	33	19
ENSG00000074582	13	10	9	3	9	10
ENSG00000074590	13	13	18	5	12	15
ENSG00000074603	14	13	24	21	31	20
ENSG00000074621	6	8	5	5	5	11
ENSG00000074657	55	103	89	58	81	93
ENSG00000074660	1	0	0	0	0	0
ENSG00000074696	17	20	34	18	20	11
ENSG00000074706	0	0	0	0	0	0
ENSG00000074755	7	12	2	8	5	14
ENSG00000074800	48	58	94	56	110	51
ENSG00000074803	0	0	0	0	0	0
ENSG00000074842	0	0	0	3	40	0
ENSG00000074855	1	5	6	0	0	4
ENSG00000074935	7	6	9	2	2	2
ENSG00000074964	10	12	38	2	5	34
ENSG00000074966	0	0	0	0	0	0
ENSG00000075035	0	0	0	0	0	0
ENSG00000075043	0	0	0	0	0	0
ENSG00000075073	0	1	0	0	0	1
ENSG00000075089	9	19	16	6	8	9
ENSG00000075131	4	1	13	3	9	8
ENSG00000075142	29	47	58	14	27	35
ENSG00000075151	162	269	241	104	189	214
ENSG00000075188	9	8	15	1	5	5
ENSG00000075213	19	27	26	12	10	8
ENSG00000075223	16	32	23	16	22	11
ENSG00000075234	4	7	7	3	7	8
ENSG00000075239	2	5	4	2	4	7
ENSG00000075240	13	12	14	9	12	13
ENSG00000075275	39	43	43	22	40	47
ENSG00000075292	40	82	72	40	74	69
ENSG00000075303	0	1	0	2	0	0
ENSG00000075336	2	9	5	4	4	6
ENSG00000075340	1	5	7	5	15	22
ENSG00000075391	35	65	51	25	37	32
ENSG00000075399	7	8	13	0	7	7
ENSG00000075407	11	22	16	14	25	30
ENSG00000075413	41	100	133	51	63	70
ENSG00000075415	182	266	247	148	228	218
ENSG00000075420	178	224	197	66	105	103
ENSG00000075426	24	39	5	3	16	16
ENSG00000075429	0	0	0	0	0	0
ENSG00000075539	62	40	99	54	81	76
ENSG00000075568	4	2	2	1	6	2
ENSG00000075618	2	5	9	2	7	2
ENSG00000075624	84	91	102	145	155	89
ENSG00000075651	5	1	9	2	8	8
ENSG00000075673	1	0	0	0	1	0
ENSG00000075702	25	0	41	15	31	5
ENSG00000075711	29	79	42	17	49	37
ENSG00000075785	123	116	111	52	75	79
ENSG00000075790	11	13	17	5	9	14
ENSG00000075826	0	2	2	0	0	0
ENSG00000075856	21	77	63	21	33	57
ENSG00000075884	0	0	0	0	0	0
ENSG00000075891	0	0	0	0	0	0
ENSG00000075945	14	27	24	16	12	19
ENSG00000075975	14	19	6	3	9	12
ENSG00000076043	48	59	57	19	31	39
ENSG00000076053	21	34	29	16	18	25
ENSG00000076067	34	39	41	16	50	48
ENSG00000076108	272	349	316	169	272	275
ENSG00000076201	1	1	4	1	2	0
ENSG00000076242	36	42	36	20	27	35
ENSG00000076248	15	19	19	4	18	21
ENSG00000076344	9	1	1	0	0	8
ENSG00000076351	0	6	5	4	5	5
ENSG00000076382	1	4	4	7	6	8
ENSG00000076513	4	10	7	7	7	1
ENSG00000076554	6	4	7	2	3	6
ENSG00000076555	7	12	14	13	14	19
ENSG00000076604	12	17	19	11	11	22
ENSG00000076641	34	51	57	11	14	16
ENSG00000076650	0	0	0	0	0	0
ENSG00000076662	3	2	0	0	3	0
ENSG00000076685	55	41	56	13	35	37
ENSG00000076770	1	3	0	2	2	1
ENSG00000076826	22	17	18	21	35	29
ENSG00000076864	36	43	45	11	19	22
ENSG00000076928	133	140	131	54	79	87
ENSG00000076944	66	72	64	59	65	75
ENSG00000076984	26	39	39	20	21	26
ENSG00000077009	5	2	4	1	0	2
ENSG00000077044	21	29	31	13	19	19
ENSG00000077063	5	4	3	2	3	5
ENSG00000077080	0	0	0	0	0	0
ENSG00000077092	1	1	1	0	0	1
ENSG00000077097	127	222	215	71	100	108
ENSG00000077147	12	10	9	6	8	5
ENSG00000077150	0	0	0	1	0	0
ENSG00000077157	6	9	9	4	7	8
ENSG00000077232	32	52	52	30	38	15
ENSG00000077235	129	83	341	124	178	3
ENSG00000077238	79	49	112	23	55	25
ENSG00000077254	40	68	75	28	62	60
ENSG00000077264	1	3	7	3	1	5
ENSG00000077279	0	0	0	0	0	0
ENSG00000077312	29	16	27	14	22	15
ENSG00000077327	1	0	2	1	0	0
ENSG00000077348	4	7	14	4	7	4
ENSG00000077380	106	151	153	52	97	107
ENSG00000077420	1	1	0	2	1	0
ENSG00000077454	2	0	0	3	2	2
ENSG00000077458	7	5	12	7	11	5
ENSG00000077463	11	10	30	12	17	24
ENSG00000077514	21	17	12	8	9	13
ENSG00000077522	0	0	0	0	0	0
ENSG00000077549	52	172	81	78	117	89
ENSG00000077585	1	10	5	4	13	6
ENSG00000077616	0	0	1	0	2	1
ENSG00000077684	25	29	38	15	32	33
ENSG00000077721	50	64	48	29	43	46
ENSG00000077782	148	202	192	68	90	97
ENSG00000077800	5	5	3	3	2	2
ENSG00000077935	0	0	0	0	6	0
ENSG00000077942	128	145	203	151	235	212
ENSG00000078018	16	15	19	2	6	4
ENSG00000078043	18	32	33	14	22	14
ENSG00000078053	1	3	4	0	1	0
ENSG00000078061	33	44	40	22	33	27
ENSG00000078070	10	43	39	16	23	26
ENSG00000078081	22	35	43	7	21	19
ENSG00000078098	8	21	28	11	10	11
ENSG00000078114	0	3	4	3	4	7
ENSG00000078124	5	8	3	5	6	1
ENSG00000078140	27	31	13	12	22	19
ENSG00000078142	65	107	72	31	55	52
ENSG00000078177	12	2	4	6	2	6
ENSG00000078237	3	11	2	0	4	8
ENSG00000078246	21	30	31	11	25	27
ENSG00000078269	67	76	113	39	77	64
ENSG00000078295	0	0	0	0	0	0
ENSG00000078304	55	101	97	40	57	68
ENSG00000078328	0	0	0	0	0	0
ENSG00000078369	188	205	197	131	158	163
ENSG00000078399	1	0	1	1	1	0
ENSG00000078403	20	31	27	8	22	14
ENSG00000078487	4	6	3	3	2	5
ENSG00000078549	3	2	6	2	2	0
ENSG00000078579	0	0	0	0	0	0
ENSG00000078589	0	0	0	0	0	0
ENSG00000078596	0	1	0	0	0	0
ENSG00000078618	157	263	245	119	179	192
ENSG00000078668	34	56	60	24	32	65
ENSG00000078674	163	258	231	122	182	226
ENSG00000078687	59	109	86	65	86	69
ENSG00000078699	18	30	26	9	21	16
ENSG00000078725	1	1	0	0	3	0
ENSG00000078747	80	106	107	59	80	64
ENSG00000078795	2	6	0	2	6	2
ENSG00000078804	13	12	18	9	13	13
ENSG00000078808	19	2	4	7	11	16
ENSG00000078814	0	0	0	0	0	2
ENSG00000078900	0	1	3	3	1	1
ENSG00000078902	37	46	34	23	24	24
ENSG00000078967	3	2	2	0	1	2
ENSG00000079101	0	0	0	2	0	1
